source,target,relation,confidence
村头村,广州,盛产,0.85
文武庙,道光二十六年,始建于,0.9
文武庙,同治七年,始建于,0.9
文武庙,1993年,始建于,0.9
文武庙,村头村,承载文化,0.85
文武庙,炽伯,关联人物,0.8
炽伯,文武庙,创建修建,0.9
潘氏大宗祠,咸丰四年,始建于,0.9
潘氏祠,百西村,位于,0.85
潘氏祠,咸丰元年,承载文化,0.85
潘斯湖,桑园围,创建修建,0.9
潘斯湖,同治十二年,活动于,0.85
潘誉征,桑园围,创建修建,0.9
潘誉征,同治十二年,活动于,0.85
文武庙,村头村,位于,0.9
旗杆夹,村头村,位于,0.9
西城圩,清代,属于时期,0.9
西城圩,三水,位于,0.85
潘氏,西城,活动于,0.9
潘诞远,潘氏,属于时期,0.85
潘氏,西城,同族,0.9
潘氏,北宋,属于时期,0.9
潘氏,永乐,属于时期,0.9
潘诞远,三水县,关联人物,0.85
游氏族,西城,同族,0.85
西城圩,民国,发生于,0.85
游氏族,西城圩,活动于,0.85
炮楼,西城圩,位于,0.9
炮楼,民国,始建于,0.8
潘伯,西城,活动于,0.9
西城,民国,发生于,0.8
潘氏,书院,创建修建,0.9
游寿,越南,活动于,0.85
牛眠岗,孔边村,属于时期,0.85
孔边村,牛眠岗,承载文化,0.85
方道隆,孔边村,活动于,0.85
方道隆,孔边村,同族,0.75
方道隆,孔边村,关联人物,0.8
方雷复,孔边村,同族,0.9
升平人瑞坊,圣旨石碑,位于,0.9
升平人瑞坊,圣旨石碑,承载文化,0.85
方献夫,孔边村,出生于,0.95
方献夫,孔边村,活动于,0.85
西樵,孔边村,位于,0.9
方献夫纪念馆,孔边村,位于,0.95
方道隆墓,孔边村,位于,0.95
方献夫,方献夫纪念馆,创建修建,0.95
方道隆墓,方献夫,承载文化,0.85
沙咀村,九江镇,位于,0.95
沙咀村,九江镇,活动于,0.85
关氏,沙咀村,同族,0.9
曾氏,沙咀村,同族,0.9
沙咀涌,古村,属于时期,0.85
古树,沙咀村,位于,0.85
沙咀村,九江,盛产,0.85
划龙船,沙咀涌,承载文化,0.9
划龙船,端午节,发生于,0.85
划龙船,文革时期,发生于,0.85
划龙船,沙咀涌,位于,0.9
沙咀涌,划龙船,承载文化,0.9
沙咀村,九江镇人民政府,活动于,0.85
沙咀村,九江镇人民政府,盛产,0.75
炮楼,瑛溪村,位于,0.9
炮楼,瑛溪村,活动于,0.85
炮楼,黎边村,位于,0.9
黎淇枝,清咸丰年间,活动于,0.8
黎廷桂,黎边村,同族,0.8
黎廷桂,黎边村,活动于,0.9
黎湛枝,黎边村,同族,0.8
黎湛枝,黎边村,活动于,0.9
黎定中,黎边村,出生于,0.9
黎淇枝,广三铁路,活动于,0.85
李彩容,银坑村,活动于,0.85
茶山,银坑村,位于,0.9
潘姓,榕树,承载文化,0.85
李彩容,银坑村,出生于,0.9
古榕树,银坑村,位于,0.85
银坑村,西岸,属于时期,0.8
烟桥村,烟桥,承载文化,0.85
烟桥村,烟桥,位于,0.9
烟桥村,西樵山,位于,0.85
何氏,烟桥村,同族,0.9
何文倚,烟桥村,同族,0.8
何文倚,烟桥村,活动于,0.9
何丹山,烟桥村,出生于,0.9
张之洞,烟桥村,活动于,0.8
张之洞,烟桥村,记载于,0.9
旗杆夹,烟桥村,位于,0.85
烟桥村,旗杆夹,承载文化,0.85
烟桥,1997年,发生于,0.8
烟桥,1999年,发生于,0.8
烟桥村,榕树,位于,0.9
榕树,烟桥村,承载文化,0.8
祠堂,烟桥村,承载文化,0.85
烟桥村,榕树,活动于,0.9
刘氏,沙水村,同族,0.9
刘廷镜,沙水村,活动于,0.85
刘国珍,沙水村,活动于,0.85
刘氏,《刘氏族谱》,记载于,1.0
刘氏大宗祠,丹灶,位于,0.9
刘廷镜,三湖书院,活动于,0.9
刘廷镜,丹灶镇,活动于,0.8
刘廷镜,光绪十九年,活动于,0.9
刘廷镜,光绪二十七年,活动于,0.9
南乔公祠,沙水村,位于,0.9
太史第,沙水村,位于,0.9
刘廷镜,南乔公祠,关联人物,0.95
刘廷镜,太史第,关联人物,0.95
刘廷镜,太史第,创建修建,0.9
刘国珍,刘廷镜,同族,0.85
刘氏宗祠,刘廷镜,关联人物,0.9
刘氏宗祠,刘国珍,关联人物,0.9
小塘,宋朝,属于时期,0.95
海瑞,隆庆,属于时期,0.9
何氏大宗祠,光绪,记载于,0.85
何氏大宗祠,光绪元年,属于时期,0.9
何氏大宗祠,同治,属于时期,0.8
西竺村,文明村,记载于,0.85
西竺村,文明村,活动于,0.8
中共南海县委旧址,显纲村,位于,0.9
中共南海县委,中共南海县委旧址,承载文化,0.85
中共南海县委,中共南海县委旧址,始建于,0.75
中共南海县委旧址,显纲村,活动于,0.9
陈道周,显纲村,活动于,0.85
张云峰,显纲村,出生于,0.9
张云峰,显纲村,活动于,0.85
张云峰,大魁堂,活动于,0.85
棋盘村,新村,属于时期,0.85
棋盘村,陈北,关联人物,0.8
陈氏宗祠,棋盘村,位于,0.8
陈氏宗祠,棋盘村,活动于,0.75
陈北,扫地北,关联人物,1.0
陈氏大宗祠,棋盘村,位于,0.9
门楼,古屋,关联人物,0.8
棋盘村,古村,属于时期,0.85
棋盘村,古村,活动于,0.9
棋盘村,古村,承载文化,0.95
开村古榕,雄星村,位于,1.0
开村古榕,雄星村,承载文化,0.95
开村古榕,雄星村,活动于,0.8
泥炮楼,古井,位于,0.8
古井,雄星村,位于,0.9
古井,雄星村,活动于,0.85
泥炮楼,雄星村,位于,0.9
泥炮楼,雄星村,活动于,0.85
江头村,千灯湖,承载文化,0.95
古井,雄星村,始建于,0.85
泥炮楼,雄星村,始建于,0.9
旗杆夹,江头村,位于,0.75
江头村,霍英东,关联人物,0.8
江头村,马万祺,关联人物,0.8
江头村,江慎思故居,位于,0.9
江慎思故居,江头村,属于时期,0.85
葛仙祠,仙岗古村,位于,0.85
仙岗村,丹灶,位于,0.9
葛洪,仙岗村,活动于,0.85
无叶井,白云洞,位于,0.8
葛洪,白云洞,活动于,0.8
葛洪,丹灶,活动于,0.85
陈广文,仙岗古村,活动于,0.8
南海龙狮,扒龙舟,承载文化,0.9
南海龙狮,龙舟说唱,承载文化,0.9
南海龙狮,南狮,同类,0.85
南海古村,南海衣冠,承载文化,0.8
南海龙狮,南海古村,传承于,0.75
南海衣冠,南海古村,传承于,0.75
龙舟,龙船饭,承载文化,0.85
盐步老龙,九江龙船出海,同类,0.7
十三姨女子狮队,南海龙狮篇,记载于,0.8
龙舟,南海龙狮篇,记载于,0.9
黄公绍,龙舟竞渡,记载于,0.85
龙舟竞渡,康有为故居,活动于,0.7
赛龙舟,端午节,承载文化,0.8
赛龙舟,九江,活动于,0.9
九江镇,民国时期,属于时期,0.85
民国时期,九江镇,活动于,0.85
埋龙船,桂城琶泻河,承载文化,0.8
地堂,桂城琶泻河,位于,0.75
十番锣鼓,北李大宗祠,承载文化,0.85
十番锣鼓,释南孔大宗祠,承载文化,0.85
八音弦乐,北李大宗祠,承载文化,0.85
八音弦乐,释南孔大宗祠,承载文化,0.85
和顺村,端午节,发生于,0.9
和顺村,北李大宗祠,承载文化,0.85
和顺村,释南孔大宗祠,承载文化,0.85
和顺村,十番锣鼓,承载文化,0.85
和顺村,八音弦乐,承载文化,0.85
忠山龙船,陈礼,承载文化,0.85
忠山龙船,朱实莲,承载文化,0.75
忠山龙船,忠良涌,活动于,0.8
盐步龙舟,洋塘龙舟,承载文化,0.85
盐步龙舟,洋塘龙舟,传承于,0.85
盐步老龙,盐步龙舟竞赛,承载文化,0.85
洋塘龙舟,盐步龙舟竞赛,承载文化,0.85
陶姓,五京硅,同族,0.8
盐步老龙,五京硅,关联人物,0.8
德庆悦城龙母祖庙,清道光二十八年,属于时期,0.9
黄岐,清道光二十八年,属于时期,0.9
起龙,龙舟,承载文化,0.9
起龙,龙舟,活动于,0.85
采青,龙舟,承载文化,0.9
龙舟,南海龙舟说唱,记载于,1.0
龙舟,九江镇下西侯王村,承载文化,0.85
游龙,龙舟,关联人物,0.9
八音鼓乐,龙舟,承载文化,0.9
龙舟,盐步老龙,承载文化,0.85
盐步村,盐步老龙,承载文化,0.9
盐步村,盐步老龙,活动于,0.85
盐步村,盐步老龙,盛产,0.9
盐步老龙的头、身、尾,盐步老龙,同类,0.9
起龙仪式,盐步老龙,承载文化,0.85
九江镇,大谷村,位于,0.9
大谷村,龙舟,活动于,0.85
大谷村,龙船饭,传承于,0.9
龙舟比赛,祠堂,承载文化,0.9
龙船饭,龙舟比赛,发生于,0.9
赛龙舟,龙舟头,同类,0.9
龙舟头,赛龙舟,承载文化,0.85
龙头,龙尾,同类,0.8
龙尾,龙舟,承载文化,0.95
龙舟,九江双蒸,盛产,0.8
洪圣王,杉木,承载文化,0.9
关老爷,杉木,承载文化,0.9
东兴社,李涌一村,关联人物,0.85
普济堂,东兴社,属于时期,0.85
观音堂,东兴社,属于时期,0.85
大谷,三元桥,承载文化,0.9
东兴社,三元桥,承载文化,0.9
大谷,三元桥,活动于,0.85
东兴社,三元桥,活动于,0.85
大谷,三元桥,传承于,0.85
盐步老龙会,盐步华光庙,位于,0.8
盐步老龙会,盐步华光庙,承载文化,0.85
盐步老龙会,盐步华光庙,活动于,0.85
盐步老龙,广州湾涌,活动于,0.75
洋塘,荔湾涌,承载文化,0.7
朱九江,九江,活动于,0.9
龙舟,九江,盛产,0.85
六社周将军,九江,承载文化,0.9
关公,六社周将军,承载文化,0.85
关公,龙舟,承载文化,0.9
关公,龙舟,传承于,0.85
关帝,九江龙船出海,关联人物,0.8
六社周将军,九江龙船出海,活动于,0.9
方献夫,西樵山,创建修建,0.85
扒龙船,九江镇,传承于,0.85
九江镇,西江,活动于,0.8
国庆彩龙巡游,南国桃园,承载文化,0.8
恬波湖,松岗镇,属于时期,0.75
龙舟赛,桂城琶北东胜涌,位于,0.9
龙舟赛,桂城琶北东胜涌,活动于,0.85
东胜涌,东胜青年龙舟队,活动于,0.85
黄岐,佛山,属于时期,0.85
黄岐,南海,属于时期,0.85
干灯湖,桂城,位于,0.9
干灯湖,南海,属于时期,0.85
千灯湖,南海,属于时期,0.9
千灯湖,桂城,活动于,0.85
大沥中联龙舟队,全国龙舟赛,承载文化,0.85
南海龙狮,龙舟赛,承载文化,0.9
南海衣冠,龙舟赛,承载文化,0.9
龙舟赛,大沥镇,盛产,0.8
五人龙,沙头,承载文化,0.85
五人龙,沙头,活动于,0.9
水上马拉松,五人龙舟,承载文化,0.95
水上马拉松,四人凤艇,承载文化,0.95
九江,仙湖,位于,0.9
五人龙舟赛,九江,承载文化,0.8
五人龙舟赛,丹灶镇,承载文化,0.8
仙湖,丹灶镇,位于,0.9
七星村黄大仙寿星队,西樵镇,活动于,0.85
七星村黄大仙寿星队,西樵镇,盛产,0.75
余伯,七星村,同族,0.85
龙舟说唱,西樵,承载文化,0.85
南海龙舟队,屈原杯,记载于,0.85
女子龙舟队,中联龙舟队,同类,0.8
女子龙舟队,西樵,传承于,0.9
西樵蒙娜丽莎女子龙舟队,千禧年,属于时期,0.9
女子龙舟队,沙头女子龙舟队,关联人物,0.85
凤艇大赛,女子龙舟队,承载文化,0.9
吴立胜,名门世家九江女子龙舟队,创建修建,0.95
九江,沙头女子龙舟队,盛产,0.7
九江,名门世家九江女子龙舟队,承载文化,0.9
名门世家九江女子龙舟队,九江,盛产,0.8
名门世家九江女子龙舟队,九江龙舟精神,承载文化,0.9
巴厘岛组委会,巴厘岛,位于,0.9
巴厘岛,巴厘岛组委会,承载文化,0.9
筝庆龙舟队,九江龙舟队,同族,0.85
九江龙舟队,广州亚运会,发生于,0.9
龙舟,九江龙舟基地,承载文化,0.9
九江龙舟队,朱文权,关联人物,0.85
九江龙舟队,潘广德,关联人物,0.85
九江龙舟队,狮舞,承载文化,0.9
邓伟根,南海古村,活动于,0.9
区邦敏,南海古村,活动于,0.9
舞狮,南北朝,属于时期,0.9
舞狮,南北朝,发生于,0.85
舞狮子,南粤,同类,0.75
高桩舞狮,马来西亚,承载文化,0.9
高桩舞狮,南狮文化,传承于,0.85
舞狮,南海龙狮,承载文化,0.9
南海龙狮,清末,属于时期,0.75
扎狮,佛山彩扎狮头,同类,0.85
佛山彩扎狮头,佛山彩扎,承载文化,0.9
大沥,佛山彩扎狮头,承载文化,0.8
桂城,佛山彩扎狮头,承载文化,0.8
得声乐器社,南派武馆,承载文化,0.85
叶四牛,扎狮师,关联人物,1.0
叶四牛,得声乐器社,活动于,0.95
五彩刘备面,佛山狮头,承载文化,0.85
红狮关公面,佛山狮头,承载文化,0.85
黑狮张飞面,佛山狮头,承载文化,0.85
佛山狮狮头扎制,四牛师傅,承载文化,0.85
四牛师傅,扎狮,承载文化,0.8
四牛师傅,扎狮工艺,承载文化,0.85
扎狮工艺,南狮,同类,0.9
扎狮工艺,北狮,同类,0.9
黄飞鸿杯南北狮王争霸赛,南狮,承载文化,0.8
黄飞鸿杯南北狮王争霸赛,北狮,承载文化,0.8
南狮,佛山,承载文化,0.85
北狮,佛山,承载文化,0.9
南狮,刘备狮,承载文化,0.9
南狮,关羽狮,承载文化,0.9
南狮,张飞狮,承载文化,0.9
刘备狮,南狮,关联人物,0.85
关羽狮,南狮,关联人物,0.85
张飞狮,南狮,关联人物,0.85
点睛仪式,南狮,承载文化,0.9
南狮,点睛仪式,传承于,0.85
南狮,高桩南狮,承载文化,0.9
南海龙狮,采青,承载文化,0.85
南海龙狮,采青,传承于,0.9
高桩南狮,西樵山,承载文化,0.85
高桩南狮,西樵山,活动于,0.8
高桩南狮,西樵山,属于时期,0.75
黄飞鸿,南海狮,关联人物,0.8
黄飞鸿之狮王争霸,南海狮,记载于,0.8
黄飞鸿,云泉仙馆,活动于,0.85
黄飞鸿,黄钦添,关联人物,0.8
舞狮,南拳,承载文化,0.8
南狮,舞狮,同族,0.75
南派拳会,佛山精武体育会,关联人物,0.9
洪拳,佛山精武体育会,承载文化,0.85
蔡李佛,佛山精武体育会,承载文化,0.85
咏春,佛山精武体育会,承载文化,0.85
龙形,佛山精武体育会,承载文化,0.85
醒狮,南派拳会,关联人物,0.8
三山,咏春,传承于,0.85
三山,洪拳,传承于,0.85
醒狮,刘备狮,承载文化,0.85
醒狮,张飞狮,承载文化,0.85
醒狮,赵云狮,承载文化,0.8
醒狮,马超狮,承载文化,0.8
醒狮,项羽狮,承载文化,0.8
无影脚,黄飞鸿,承载文化,0.9
林世荣,伏虎拳,承载文化,0.85
林世荣,虎鹤双形拳,承载文化,0.85
莫桂兰,伏虎拳,传承于,0.8
莫桂兰,虎鹤双形拳,传承于,0.8
伏虎拳,黄飞鸿,关联人物,0.75
虎鹤双形拳,黄飞鸿,关联人物,0.75
黄飞鸿,宝芝林医药馆,活动于,0.9
黄飞鸿,英桂兰,关联人物,1.0
英桂兰,邓秀琼,关联人物,1.0
黄飞鸿狮艺武术馆,禄舟村,位于,1.0
黄飞鸿狮艺武术馆,西樵山,位于,1.0
南狮,黄飞鸿狮艺武术馆,承载文化,0.9
黄飞鸿狮艺武术馆,西樵,属于时期,0.8
文殊菩萨,舞狮子,关联人物,0.85
文殊菩萨,舞狮子,传承于,0.8
光叔,大头佛,承载文化,0.85
西樵镇,大头佛,盛产,0.75
光叔,梁光泰,同族,0.8
光叔,庐山,活动于,0.85
光叔,西樵山,活动于,0.85
大头佛,南狮,关联人物,0.85
姚大宁,和顺镇,活动于,0.9
和顺镇,官蜜镇,盛产,0.8
和顺镇,里水镇,盛产,0.8
和顺镇,盐步镇,盛产,0.8
和顺镇,大沥镇,盛产,0.8
和顺镇,平洲镇,盛产,0.8
和顺镇,桂城街道,盛产,0.8
和顺镇,九江镇,盛产,0.8
和顺镇,西樵镇,盛产,0.8
和顺镇,南庄镇,盛产,0.8
和顺镇,沙头街道,盛产,0.8
南狮,平洲电镀广狮队,承载文化,0.85
高桩南狮,南海龙狮武术运动协会,传承于,0.85
高桩舞狮,南海龙狮,承载文化,0.9
高桩舞狮,南海龙狮,传承于,0.85
西樵山天湖公园,西樵,位于,0.9
双狮对打桩阵,水上飞狮,同类,0.85
黄飞鸿狮队,南狮,承载文化,0.9
黄飞鸿狮队,南狮,传承于,0.85
南海狮,全国第九届运动会,承载文化,0.9
南海狮,全国第九届运动会,发生于,0.85
黄钦添,周柏荣,关联人物,0.8
南狮,大沥,活动于,0.8
龙腾,盐步舞龙队,传承于,0.85
醒狮,上海世博会,发生于,0.9
醒狮,广东周,发生于,0.8
黄钦添,大沥,关联人物,0.9
李有泉,黄岐北村,出生于,0.9
李有泉,黄岐北村,活动于,0.85
龙狮训练基地,狮头,承载文化,0.9
黄飞鸿中联武术龙狮团,黄飞鸿杯南狮桩阵比赛,承载文化,0.9
黄飞鸿中联武术龙狮团,西樵镇,活动于,0.85
西樵镇,西樵山,位于,0.9
狮王争霸赛,西樵镇,发生于,0.85
西樵镇,黄飞鸿杯南狮桩阵比赛,承载文化,0.9
黄飞鸿杯狮王争霸赛,西樵山天湖公园,承载文化,0.9
黄飞鸿杯狮王争霸赛,西樵,发生于,0.85
黄飞鸿杯狮王争霸赛,西樵,传承于,0.85
西樵镇,南狮,活动于,0.9
醒狮,南狮,同类,0.85
南狮,西樵镇,盛产,0.9
西樵山,西樵镇,属于时期,0.8
南狮,黄飞鸿狮艺武术馆,传承于,0.9
高桩狮,传统南狮,同类,0.8
高桩狮,狮王争霸赛,承载文化,0.85
高桩狮,南狮,同类,1.0
龙狮,西樵,承载文化,0.9
龙狮,扎狮,承载文化,0.85
扎狮,官山城区,承载文化,0.9
黄飞鸿,林世荣,关联人物,0.85
黄飞鸿狮艺武术馆,黄飞鸿,承载文化,0.85
南北狮王争霸赛,技能南狮,承载文化,0.9
南北狮王争霸赛,抽签南狮,承载文化,0.9
南北狮王争霸赛,水上飞狮,承载文化,0.9
南北狮王争霸赛,双狮对打,承载文化,0.9
世界华人狮王争霸赛,水上飞狮,承载文化,0.9
世界华人狮王争霸赛,双狮对打,承载文化,0.9
李杰,西樵狮王争霸赛,活动于,0.9
西樵狮王争霸赛,龙狮文化,承载文化,0.85
西樵狮王争霸赛,龙狮文化,传承于,0.9
西樵山,龙狮运动,盛产,0.9
西樵山,黄飞鸿杯中国南北狮王争霸赛,承载文化,0.85
黄飞鸿狮艺武术馆,南海龙狮,承载文化,0.85
张师傅,西樵,活动于,0.8
张师傅,黄飞鸿狮艺武术馆,关联人物,0.9
张师傅,天下第一狮,承载文化,0.85
西樵,怕玉文化广场,位于,1.0
怕玉文化广场,天下第一狮,承载文化,0.95
百狮巡游,官山城区,发生于,0.9
百狮巡游,樵园景区,发生于,0.8
黄飞鸿,西樵山,承载文化,0.75
黄飞鸿,西樵,同族,0.85
黄飞鸿杯狮王争霸赛,西樵镇人民政府,关联人物,0.8
黄飞鸿杯狮王争霸赛,桂城威胜狮队,承载文化,0.9
西樵山,西樵镇人民政府,属于时期,0.85
十三姨女子狮队,余卫国,关联人物,0.85
十三姨女子狮队,天湖公园,活动于,0.85
十三姨狮队,龙狮运动,承载文化,0.85
十三姨狮队,西樵山,活动于,0.75
龙狮运动,西樵山,属于时期,0.7
西樵中学,西樵山,活动于,0.9
桂城释北小学,西樵山,活动于,0.85
西樵民乐小学,西樵山,活动于,0.85
广东省传统龙狮锦标赛,黄飞鸿,关联人物,0.85
廖敏仪,南海,活动于,0.8
平西减速机厂,桂城,属于时期,0.9
北沙武术南狮队,北沙武术南狮馆,承载文化,0.8
传达摩祖师爷,北沙武术南狮馆,传承于,0.75
陆阿采,北沙武术南狮馆,传承于,0.75
白眉道人,北沙武术南狮馆,传承于,0.75
陆阿采,白眉道人,同族,0.85
梁坤,铁桥三,同族,0.85
谭敏,何安,关联人物,0.9
谭敏,胡忠贤,关联人物,0.9
谭敏,铁线拳,承载文化,0.85
民国时期,谭敏,活动于,0.9
黄卓,黄希年,传承于,0.9
黄希年,黄桂平,传承于,0.9
黄飞鸿,佛山,关联人物,0.95
划龙舟,西樵女子龙舟队,承载文化,0.8
划龙舟,九江女子龙舟队,承载文化,0.8
南海龙狮,龙狮,承载文化,0.9
开拓创新精神,南海人,承载文化,0.85
狮舞岭南龙腾南海,南海龙狮,承载文化,0.9
何香凝,南海,活动于,0.9
何贤,南海,活动于,0.85
锦龙,南海,承载文化,0.9
李兴浩,丰岗,关联人物,0.85
李兴浩,丰岗百姓小报,著有,0.95
松夏工业园区,南海软件科技园,同类,0.85
吴彪华,龙狮精神,著有,1.0
南海龙狮,南海,承载文化,0.85
南海龙狮,南海,属于时期,0.75
南海龙狮,南海衣冠,承载文化,0.85
唐羌,南海,活动于,0.9
六斋,大成殿,关联人物,0.8
朱元荐,景行堂,创建修建,0.95
朱元荐,本源堂,创建修建,0.95
陈大震,大德南海志,著有,0.9
